,Patch,National Database Number,State,Latitude,Longitude,Observation Date,Estimated_Infection_Date,Sex,Age Class
1818,Full,NE-2011-1128497,VA,37.558661,Ð75.932596,2011-02-12,2011-01-27,UNKNOWN,UNKNOWN
1827,Full,SE-2011-1128325,SC,33.156633,Ð79.33655,2011-02-15,2011-01-24,MALE,SUBADULT
1859,Full,SE-2011-1127618,NC,34.67182,Ð76.61315,2011-01-27,2010-12-25,UNKNOWN,ADULT
1875,Full,SE-2011-1127817,NC,34.576719,Ð77.259937,2011-02-06,2011-01-19,MALE,YEARLING
1876,Full,SE-2011-1127821,SC,32.79427,Ð79.76376,2011-02-06,2011-01-08,FEMALE,PUP/CALF
1898,Full,SE-2010-1126801,SC,32.18095,Ð80.70541,2010-12-09,2010-11-20,MALE,YEARLING
1904,Full,SE-2011-1127921,GA,30.96515,Ð81.42322,2011-01-24,2010-12-23,FEMALE,SUBADULT
1912,Full,SE-2011-1128229,NC,34.96962,Ð76.16674,2011-02-17,2011-01-24,UNKNOWN,SUBADULT
1920,Full,SE-2010-1126741,NC,35.01904,Ð76.31519,2010-12-31,2010-12-07,FEMALE,SUBADULT
1965,Full,SE-2011-1127917,SC,32.55155,Ð80.21585,2011-01-27,2010-12-28,MALE,YEARLING
1966,Full,SE-2011-1127922,GA,31.97157,Ð80.86372,2011-01-24,2010-12-23,FEMALE,SUBADULT
1981,Full,SE-2011-1128123,GA,31.94241,Ð80.91756,2011-01-24,2011-01-03,FEMALE,ADULT
1983,Full,SE-2011-1128257,NC,33.913769,Ð78.161123,2011-02-21,2011-02-03,MALE,SUBADULT
1984,Full,SE-2011-1128258,NC,35.23326,Ð75.56118,2011-02-18,2011-01-29,MALE,ADULT
2003,Full,SE-2011-1127201,NC,34.97507,Ð76.15959,2011-01-16,2010-12-24,MALE,SUBADULT
2011,Full,SE-2011-1127820,SC,32.483019,Ð80.341783,2011-01-26,2010-12-25,FEMALE,PUP/CALF
2032,Full,SE-2011-1128277,GA,31.81939,Ð81.37625,2011-02-18,2011-01-18,MALE,ADULT
2033,Full,SE-2011-1127671,NC,34.92065,Ð76.22777,2011-01-28,2010-12-30,UNKNOWN,ADULT
2037,Full,SE-2011-1128317,NC,34.176105,Ð77.818096,2011-02-13,2011-01-18,UNKNOWN,SUBADULT
2041,Full,SE-2011-1127701,NC,34.91378,Ð76.23527,2011-01-30,2011-01-16,MALE,SUBADULT
2058,Full,SE-2011-1127918,GA,31.82328,Ð81.04008,2011-01-24,2010-12-21,MALE,ADULT
2080,Full,SE-2011-1129252,NC,34.96367,Ð76.9132,2011-03-13,2011-02-13,FEMALE,SUBADULT
2081,Full,SE-2011-1129257,GA,31.01144,Ð81.43136,2011-03-20,2011-03-01,MALE,PUP/CALF
2084,Full,SE-2010-1128637,GA,32.0114,Ð81.0112,2010-09-21,2010-08-30,FEMALE,SUBADULT
2113,Full,SE-2011-1129799,NC,34.82644,Ð76.34741,2011-03-31,2011-03-07,UNKNOWN,PUP/CALF
2117,Full,SE-2011-1129237,NC,34.57772,Ð76.53005,2011-03-18,2011-02-22,MALE,ADULT
2121,Full,SE-2011-1129238,NC,34.6096,Ð76.52808,2011-03-18,2011-02-27,MALE,PUP/CALF
2127,Full,SE-2011-1129247,GA,31.11019,Ð81.40563,2011-03-20,2011-02-20,FEMALE,UNKNOWN
2206,Full,SE-2011-1128777,GA,31.6307,Ð81.13007,2011-02-16,2011-01-18,FEMALE,YEARLING
2229,Full,SE-2011-1129245,GA,31.75445,Ð81.08885,2011-03-15,2011-02-05,UNKNOWN,SUBADULT
2260,Full,SE-2011-1130659,NC,35.16827,Ð75.81686,2011-04-23,2011-04-07,UNKNOWN,PUP/CALF
2262,Full,NE-2011-1130661,VA,37.09363,Ð75.98047,2011-04-22,2011-03-25,UNKNOWN,
2297,Full,SE-2011-1130277,NC,34.85379,Ð76.31488,2011-04-12,2011-03-20,MALE,ADULT
2309,Full,NE-2011-1130612,VA,36.762133,Ð75.9494,2011-03-17,2011-02-21,MALE,UNKNOWN
2326,Full,SE-2011-1130622,NC,35.14209,Ð75.88036,2011-04-16,2011-03-24,MALE,PUP/CALF
2327,Full,SE-2011-1130623,NC,35.20464,Ð75.70329,2011-04-20,2011-03-26,FEMALE,PUP/CALF
2328,Full,SE-2011-1130626,NC,34.63167,Ð77.14383,2011-04-24,2011-04-02,FEMALE,SUBADULT
2330,Full,SE-2011-1130640,NC,35.225915,Ð75.535249,2011-04-20,2011-03-21,FEMALE,PUP/CALF
2331,Full,SE-2011-1130641,NC,35.75987,Ð75.53072,2011-04-22,2011-03-24,FEMALE,ADULT
2333,Full,NE-2011-1130644,VA,36.93188,Ð76.03531,2011-03-28,2011-02-24,MALE,UNKNOWN
2334,Full,SE-2011-1130645,NC,36.149003,Ð75.735858,2011-04-23,2011-04-04,MALE,ADULT
2342,Full,SE-2011-1130377,NC,35.79792,Ð75.54106,2011-04-15,2011-03-30,MALE,SUBADULT
2343,Full,SE-2011-1130380,NC,34.69502,Ð76.80497,2011-04-15,2011-03-21,MALE,PUP/CALF
2352,Full,NE-2011-1130609,VA,36.757217,Ð75.947367,2011-03-17,2011-02-25,MALE,UNKNOWN
2357,Full,SE-2011-1129038,NC,33.85319,Ð77.99169,2011-03-14,2011-02-14,UNKNOWN,ADULT
2364,Full,SE-2011-1130381,NC,35.19468,Ð75.73092,2011-04-17,2011-03-25,FEMALE,PUP/CALF
2381,Full,SE-2011-1130240,NC,34.90388,Ð76.24789,2011-04-11,2011-03-21,FEMALE,PUP/CALF
2382,Full,SE-2011-1130278,NC,35.03772,Ð76.07464,2011-04-12,2011-03-19,MALE,PUP/CALF
2387,Full,SE-2011-1129244,GA,31.36726,Ð81.43758,2011-03-08,2011-01-30,FEMALE,ADULT
2395,Full,SE-2011-1128799,NC,33.9003,Ð78.3728,2011-03-09,2011-02-15,MALE,ADULT
2401,Full,SE-2011-1129470,NC,34.86438,Ð76.302,2011-03-22,2011-02-21,MALE,PUP/CALF
2422,Full,SE-2011-1129632,NC,33.96069,Ð77.92231,2011-03-30,2011-03-05,MALE,SUBADULT
2438,Full,SE-2011-1128559,NC,35.15169,Ð75.84748,2011-02-25,2011-01-31,UNKNOWN,PUP/CALF
2458,Full,SE-2011-1128918,GA,31.24034,Ð81.28437,2011-02-13,2011-01-28,UNKNOWN,PUP/CALF
2486,Full,SE-2011-1129537,NC,35.22519,Ð75.63779,2011-03-22,2011-03-05,MALE,YEARLING
2515,Full,SE-2011-1130239,NC,35.1739,Ð75.80164,2011-04-12,2011-03-18,MALE,PUP/CALF
2516,Full,SE-2011-1130257,NC,35.227741,Ð75.628795,2011-04-13,2011-03-22,FEMALE,PUP/CALF
2517,Full,SE-2011-1130279,NC,35.05363,Ð76.04093,2011-04-12,2011-03-25,FEMALE,PUP/CALF
2548,Full,SE-2011-1130621,NC,35.07811,Ð76.002587,2011-04-12,2011-03-11,UNKNOWN,PUP/CALF
2549,Full,SE-2011-1130624,NC,35.15921,Ð75.84015,2011-04-20,2011-03-30,FEMALE,ADULT
2550,Full,SE-2011-1130625,NC,34.66026,Ð77.03355,2011-04-24,2011-04-05,MALE,SUBADULT
2551,Full,SE-2011-1130643,NC,35.2266,Ð75.53938,2011-04-23,2011-03-23,MALE,PUP/CALF
2553,Full,NE-2011-1130647,VA,36.8644,Ð75.97802,2011-03-29,2011-02-21,MALE,UNKNOWN
2572,Full,SE-2011-1130238,NC,35.2058,Ð75.69992,2011-04-12,2011-03-09,MALE,PUP/CALF
2573,Full,SE-2011-1130648,NC,35.22844,Ð75.62537,2011-04-23,2011-04-04,MALE,PUP/CALF
2575,Full,SE-2011-1130650,NC,35.22774,Ð75.62801,2011-04-24,2011-03-18,UNKNOWN,PUP/CALF
2576,Full,NE-2011-1130651,VA,37.0958,Ð75.9808,2011-03-31,2011-02-28,MALE,UNKNOWN
2578,Full,NE-2011-1130653,VA,36.66197,Ð75.9062,2011-04-10,2011-03-15,MALE,UNKNOWN
2584,Full,SE-2011-1128780,GA,31.71661,Ð81.34042,2011-02-27,2011-02-07,FEMALE,PUP/CALF
2585,Full,SE-2011-1128917,GA,31.24034,Ð81.28437,2011-02-13,2011-01-24,FEMALE,ADULT
2589,Full,SE-2011-1130477,NC,34.67388,Ð76.62147,2011-04-20,2011-03-25,MALE,PUP/CALF
2593,Full,SE-2011-1130378,NC,34.25703,Ð77.75426,2011-04-15,2011-03-19,FEMALE,PUP/CALF
2594,Full,SE-2011-1130382,NC,35.23432,Ð75.58424,2011-04-17,2011-03-30,MALE,PUP/CALF
2595,Full,SE-2011-1130395,NC,36.07668,Ð75.69635,2011-04-17,2011-03-24,FEMALE,SUBADULT
2601,Full,NE-2011-1131924,VA,37.8648,Ð75.3917,2011-05-10,2011-04-15,UNKNOWN,
2606,Full,NE-2011-1131958,VA,37.19475,Ð76.00603,2011-05-25,2011-04-29,MALE,UNKNOWN
2609,Full,SE-2011-1132630,GA,31.46597,Ð81.32423,2011-06-19,2011-06-01,UNKNOWN,UNKNOWN
2610,Full,SE-2011-1132670,GA,31.99508,Ð81.01829,2011-05-01,2011-04-11,MALE,PUP/CALF
2625,Full,SE-2011-1132854,NC,34.2159,Ð77.7945,2011-06-27,2011-06-06,FEMALE,SUBADULT
2626,Full,SE-2011-1131750,NC,34.692068,Ð76.836579,2011-06-07,2011-05-16,FEMALE,PUP/CALF
2639,Full,NE-2011-1131451,MD,38.079653,Ð75.2047,2011-05-22,2011-04-28,MALE,UNKNOWN
2645,Full,NE-2011-1130843,VA,37.32128,Ð76.01739,2011-04-29,2011-04-04,FEMALE,UNKNOWN
2646,Full,SE-2011-1130969,GA,31.20655,Ð81.31857,2011-05-02,2011-03-27,UNKNOWN,UNKNOWN
2649,Full,SE-2011-1130965,GA,31.23094,Ð81.32501,2011-03-23,2011-02-11,UNKNOWN,ADULT
2665,Full,SE-2011-1133053,GA,30.74555,Ð81.45801,2011-04-15,2011-03-24,FEMALE,SUBADULT
2670,Full,NE-2011-1131346,MD,38.352186,Ð75.096929,2011-05-14,2011-04-12,MALE,PUP/CALF
2674,Full,NE-2011-1133147,VA,37.08429,Ð75.94727,2011-06-08,2011-05-14,UNKNOWN,UNKNOWN
2675,Full,NE-2011-1133152,VA,37.188,Ð75.9982,2011-06-11,2011-05-11,UNKNOWN,UNKNOWN
2677,Full,SE-2011-1130964,GA,31.23724,Ð81.28504,2011-03-22,2011-02-28,MALE,SUBADULT
2682,Full,NE-2011-1133150,VA,36.98577,Ð76.39227,2011-06-08,2011-05-13,MALE,UNKNOWN
2683,Full,NE-2011-1133151,VA,36.62773,Ð75.88982,2011-06-09,2011-05-09,FEMALE,UNKNOWN
2684,Full,NE-2011-1133163,NY,40.6435,Ð73.1554,2011-07-09,2011-06-05,MALE,PUP/CALF
2696,Full,SE-2011-1131490,NC,35.0576,Ð76.0364,2011-05-19,2011-04-20,UNKNOWN,ADULT
2697,Full,SE-2011-1133166,SC,32.209735,Ð80.84564,2011-07-09,2011-06-11,FEMALE,YEARLING
2701,Full,SE-2011-1130802,NC,34.70807,Ð76.69387,2011-04-30,2011-04-08,MALE,SUBADULT
2703,Full,SE-2011-1131141,NC,35.34279,Ð75.50238,2011-05-12,2011-04-23,MALE,PUP/CALF
2707,Full,SE-2011-1131248,NC,35.868,Ð75.572489,2011-05-14,2011-04-17,UNKNOWN,PUP/CALF
2708,Full,NE-2011-1131348,MD,38.093668,Ð75.196013,2011-05-04,2011-03-29,UNKNOWN,PUP/CALF
2711,Full,NE-2011-1131453,MD,38.250042,Ð75.129728,2011-05-23,2011-04-19,FEMALE,PUP/CALF
2722,Full,SE-2011-1131491,NC,35.666064,Ð77.466303,2011-05-12,2011-04-28,FEMALE,ADULT
2723,Full,SE-2011-1131492,NC,34.85083,Ð76.3187,2011-05-16,2011-04-26,MALE,PUP/CALF
2724,Full,NE-2011-1131592,DE,38.787514,Ð75.154452,2011-05-23,2011-04-30,MALE,PUP/CALF
2725,Full,NE-2011-1131594,DE,38.802442,Ð75.185858,2011-05-19,2011-04-23,FEMALE,PUP/CALF
2750,Full,NE-2011-1131916,VA,36.76198,Ð75.9499,2011-05-14,2011-04-27,MALE,UNKNOWN
2772,Full,NE-2011-1131951,VA,37.44903,Ð76.26069,2011-05-20,2011-04-13,FEMALE,UNKNOWN
2773,Full,NE-2011-1131955,VA,36.78586,Ð75.95779,2011-06-01,2011-05-05,FEMALE,UNKNOWN
2785,Full,SE-2011-1131251,NC,34.802365,Ð76.686254,2011-05-15,2011-04-26,FEMALE,SUBADULT
2788,Full,SE-2011-1131776,SC,32.644292,Ð79.985306,2011-06-04,2011-05-08,MALE,YEARLING
2801,Full,SE-2011-1131873,GA,31.95723,Ð80.89951,2011-06-10,2011-05-22,MALE,PUP/CALF
2802,Full,NE-2011-1131891,MD,38.154909,Ð75.170182,2011-05-29,2011-05-05,FEMALE,SUBADULT
2803,Full,NE-2011-1131911,VA,37.2084,Ð76.01377,2011-05-07,2011-04-09,MALE,UNKNOWN
2804,Full,NE-2011-1131912,VA,37.91949,Ð75.32246,2011-05-09,2011-04-10,FEMALE,UNKNOWN
2812,Full,SE-2011-1131249,NC,35.19152,Ð75.74118,2011-05-14,2011-04-17,FEMALE,SUBADULT
2816,Full,NE-2011-1133149,VA,36.93179,Ð76.03551,2011-06-08,2011-05-17,MALE,UNKNOWN
2819,Full,NE-2011-1131926,VA,37.8526,Ð75.3797,2011-05-21,2011-04-16,UNKNOWN,UNKNOWN
2820,Full,NE-2011-1131953,VA,36.9137,Ð76.0802,2011-05-22,2011-04-24,MALE,UNKNOWN
2821,Full,NE-2011-1131954,VA,37.08614,Ð75.94583,2011-05-23,2011-04-25,FEMALE,UNKNOWN
2822,Full,NE-2011-1131957,VA,37.19512,Ð76.0065,2011-05-25,2011-04-25,UNKNOWN,UNKNOWN
2838,Full,SE-2011-1133314,SC,32.679955,Ð79.948927,2011-07-09,2011-06-18,UNKNOWN,PUP/CALF
2852,Full,SE-2011-1130739,NC,36.51962,Ð75.86186,2011-04-27,2011-04-10,FEMALE,PUP/CALF
2885,Full,SE-2011-1130966,GA,31.89116,Ð80.95379,2011-04-19,2011-03-26,MALE,UNKNOWN
2886,Full,SE-2011-1130968,GA,31.406718,Ð81.391238,2011-04-22,2011-03-25,MALE,PUP/CALF
2890,Full,NE-2011-1134774,VA,37.166,Ð75.9865,2011-06-07,2011-05-18,MALE,UNKNOWN
2892,Full,SE-2011-1132932,SC,32.67847,Ð80.10617,2011-06-17,2011-05-27,FEMALE,SUBADULT
2904,Full,SE-2011-1131067,NC,34.53034,Ð77.342498,2011-05-11,2011-04-17,MALE,PUP/CALF
2905,Full,NE-2011-1132906,MD,38.444116,Ð75.049855,2011-06-15,2011-05-28,MALE,PUP/CALF
2932,Full,NE-2011-1131591,DE,38.717778,Ð75.075833,2011-05-23,2011-04-22,MALE,ADULT
2938,Full,SE-2011-1131630,NC,36.34561,Ð75.8152,2011-06-03,2011-04-28,MALE,SUBADULT
2948,Full,SE-2011-1133043,GA,31.07209,Ð81.40278,2011-07-01,2011-06-07,FEMALE,PUP/CALF
2949,Full,SE-2011-1131712,SC,32.95403,Ð79.92361,2011-06-06,2011-05-18,MALE,PUP/CALF
2954,Full,SE-2011-1131890,NC,35.871916,Ð75.57555,2011-06-14,2011-05-29,MALE,ADULT
2955,Full,NE-2011-1131895,VA,36.64498,Ð75.8975,2011-05-07,2011-04-04,FEMALE,UNKNOWN
2957,Full,SE-2011-1133049,GA,32.084,Ð81.031183,2011-06-22,2011-05-28,FEMALE,ADULT
2964,Full,NE-2011-1131913,VA,36.575288,Ð75.872824,2011-05-11,2011-04-17,MALE,UNKNOWN
2966,Full,NE-2011-1131932,VA,36.7355,Ð75.9398,2011-05-20,2011-04-27,FEMALE,UNKNOWN
2967,Full,SE-2011-1131950,NC,35.17929,Ð75.80374,2011-06-15,2011-05-30,MALE,ADULT
2968,Full,NE-2011-1131959,VA,37.4291,Ð76.25248,2011-06-04,2011-05-04,UNKNOWN,UNKNOWN
2976,Full,SE-2011-1134085,SC,32.80781,Ð79.75639,2011-07-23,2011-07-05,UNKNOWN,SUBADULT
2981,Full,SE-2011-1134209,SC,32.116554,Ð80.829884,2011-08-02,2011-07-09,UNKNOWN,PUP/CALF
3008,Full,SE-2011-1134205,SC,32.141452,Ð80.747997,2011-08-04,2011-07-15,FEMALE,ADULT
3018,Full,NE-2011-1134308,DE,38.509154,Ð75.051985,2011-06-19,2011-05-18,FEMALE,ADULT
3019,Full,NE-2011-1134309,DE,38.531944,Ð75.053611,2011-06-26,2011-05-24,UNKNOWN,ADULT
3036,Full,NE-2012-1143217,DE,38.782173,Ð75.127409,2012-05-18,2012-04-17,MALE,PUP/CALF
3038,Full,SE-2012-1143240,NC,35.77836,Ð75.53567,2012-05-21,2012-04-26,MALE,
3046,Full,NE-2011-1134307,DE,38.748578,Ð75.080781,2011-06-09,2011-05-16,MALE,PUP/CALF
3051,Full,SE-2011-1134385,NC,35.86363,Ð75.65981,2011-08-23,2011-07-29,MALE,UNKNOWN
3054,Full,SE-2011-1134449,NC,33.8756,Ð78.47652,2011-08-26,2011-08-03,FEMALE,
3055,Full,NE-2011-1136061,NJ,39.005222,Ð74.786077,2011-06-05,2011-05-01,UNKNOWN,PUP/CALF
3056,Full,SE-2011-1136060,NC,35.939567,Ð75.712219,2011-10-07,2011-09-16,MALE,
3098,Full,SE-2011-1133852,GA,32.048245,Ð81.004102,2011-07-15,2011-06-17,MALE,
3107,Full,NE-2011-1133547,VA,36.5655,Ð75.8707,2011-06-28,2011-06-02,MALE,UNKNOWN
3108,Full,NE-2011-1133848,VA,37.03634,Ð76.29217,2011-07-24,2011-06-24,MALE,UNKNOWN
3109,Full,SE-2011-1133854,GA,31.155731,Ð81.36398,2011-07-22,2011-07-05,MALE,
3122,Full,SE-2011-1133588,NC,35.83326,Ð75.55749,2011-07-21,2011-07-02,FEMALE,PUP/CALF
3125,Full,SE-2011-1133696,NC,36.30052,Ð75.79999,2011-07-28,2011-07-07,MALE,PUP/CALF
3127,Full,NE-2011-1133845,VA,37.92027,Ð75.32716,2011-07-18,2011-06-16,UNKNOWN,UNKNOWN
3148,Full,SE-2011-1133853,GA,31.946634,Ð80.910345,2011-07-18,2011-06-09,UNKNOWN,PUP/CALF
3176,Full,NE-2011-1134345,DE,38.786111,Ð75.110278,2011-07-01,2011-06-07,FEMALE,SUBADULT
3188,Full,NE-2011-1133546,VA,37.70469,Ð75.84973,2011-06-27,2011-05-24,UNKNOWN,UNKNOWN
3214,Full,SE-2011-1133943,GA,32.04278,Ð80.96944,2011-08-06,2011-07-13,FEMALE,ADULT
3233,Full,SE-2011-1134172,NC,35.405015,Ð76.650438,2011-08-15,2011-07-29,MALE,SUBADULT
3251,Full,SE-2011-1134208,SC,33.009061,Ð79.384612,2011-07-10,2011-06-06,UNKNOWN,PUP/CALF
3256,Full,SE-2011-1133941,NC,35.914337,Ð75.598508,2011-08-06,2011-07-16,FEMALE,ADULT
3257,Full,SE-2011-1133944,NC,35.80991,Ð75.54661,2011-08-04,2011-07-15,MALE,ADULT
3268,Full,NE-2011-1134017,NY,40.5845,Ð73.725,2011-08-08,2011-07-05,FEMALE,ADULT
3272,Full,SE-2011-1134043,NC,35.049517,Ð76.048933,2011-08-06,2011-07-13,UNKNOWN,YEARLING
3275,Full,SE-2011-1134086,SC,32.799116,Ð79.9063,2011-07-25,2011-07-01,MALE,SUBADULT
3283,Full,NE-2011-1133843,VA,37.8565,Ð76.2463,2011-07-07,2011-05-31,MALE,UNKNOWN
3309,Full,SE-2011-1134089,SC,32.54687,Ð80.17271,2011-08-02,2011-07-02,UNKNOWN,SUBADULT
3311,Full,NE-2011-1133548,VA,37.587,Ð75.934,2011-06-29,2011-05-21,UNKNOWN,UNKNOWN
3312,Full,NE-2011-1133549,VA,37.03293,Ð76.29341,2011-07-03,2011-05-31,MALE,UNKNOWN
3334,Full,SE-2011-1134087,SC,32.5049,Ð80.3417,2011-07-26,2011-06-18,UNKNOWN,SUBADULT
3371,Full,SE-2011-1133819,GA,31.98679,Ð80.84865,2011-08-02,2011-06-27,UNKNOWN,YEARLING
3380,Full,SE-2011-1133851,GA,31.14892,Ð81.44625,2011-07-06,2011-06-11,FEMALE,PUP/CALF
3446,Full,SE-2011-1136389,SC,32.400201,Ð80.42902,2011-10-14,2011-09-26,UNKNOWN,SUBADULT
3448,Full,NE-2011-1136394,NJ,39.637483,Ð74.182007,2011-07-29,2011-07-04,MALE,YEARLING
3469,Full,SE-2011-1135497,SC,33.45488,Ð79.1047,2011-09-18,2011-08-24,FEMALE,ADULT
3478,Full,NE-2011-1134708,VA,36.83273,Ð75.96885,2011-08-18,2011-07-20,FEMALE,UNKNOWN
3494,Full,NE-2011-1134773,VA,37.932,Ð75.3833,2011-08-29,2011-07-27,FEMALE,UNKNOWN
3495,Full,NE-2011-1134775,VA,37.412003,Ð76.8925,2011-08-29,2011-08-11,MALE,UNKNOWN
3496,Full,SE-2011-1134734,SC,32.86473,Ð80.40055,2011-08-21,2011-08-06,UNKNOWN,ADULT
3497,Full,SE-2011-1134738,SC,32.608606,Ð80.332609,2011-08-24,2011-08-01,UNKNOWN,ADULT
3505,Full,NE-2011-1135640,NJ,39.385737,Ð74.387181,2011-05-18,2011-04-22,MALE,PUP/CALF
3510,Full,SE-2011-1134733,SC,32.8525,Ð80.40093,2011-08-20,2011-07-27,MALE,ADULT
3511,Full,NE-2011-1136039,NJ,39.260307,Ð74.594815,2011-05-29,2011-05-03,MALE,YEARLING
3537,Full,NE-2011-1135937,NJ,39.10502,Ð74.706156,2011-05-26,2011-04-22,MALE,ADULT
3538,Full,NE-2011-1135938,NJ,39.384006,Ð74.415083,2011-05-26,2011-04-20,MALE,ADULT
3546,Full,NE-2011-1134702,VA,36.69161,Ð75.92208,2011-08-06,2011-07-13,MALE,UNKNOWN
3560,Full,NE-2011-1135107,NY,40.5844,Ð73.7143,2011-06-17,2011-05-23,MALE,PUP/CALF
3564,Full,SE-2011-1134736,SC,32.660139,Ð79.943517,2011-08-28,2011-08-04,MALE,PUP/CALF
3572,Full,NE-2011-1136037,NJ,39.194055,Ð75.01767,2011-05-29,2011-04-23,UNKNOWN,YEARLING
3586,Full,SE-2011-1135677,SC,32.156172,Ð80.855061,2011-09-25,2011-09-02,MALE,PUP/CALF
3600,Full,NE-2011-1135166,DE,38.801858,Ð75.183091,2011-09-01,2011-08-10,FEMALE,ADULT
3664,Full,NE-2011-1134701,VA,37.23833,Ð76.50741,2011-08-05,2011-07-07,FEMALE,UNKNOWN
3667,Full,SE-2011-1136630,NC,33.90684,Ð78.14382,2011-10-30,2011-10-12,FEMALE,SUBADULT
3669,Full,SE-2011-1136648,NC,35.23209,Ð75.6067,2011-10-31,2011-09-26,UNKNOWN,PUP/CALF
3679,Full,NE-2011-1136440,NJ,39.364408,Ð74.407863,2011-07-30,2011-07-10,FEMALE,ADULT
3680,Full,NE-2011-1136441,NJ,39.584102,Ð74.220064,2011-07-31,2011-06-28,MALE,ADULT
3702,Full,SE-2011-1136500,NC,36.14537,Ð75.73446,2011-10-25,2011-09-28,MALE,
3705,Full,NE-2011-1136543,VA,36.9093,Ð76.0976,2011-10-08,2011-09-13,FEMALE,UNKNOWN
3707,Full,NE-2011-1136545,VA,36.93123,Ð76.18898,2011-10-09,2011-08-31,MALE,UNKNOWN
3709,Full,NE-2011-1136541,VA,37.09215,Ð75.98001,2011-09-27,2011-08-31,MALE,UNKNOWN
3712,Full,SE-2011-1136604,GA,31.46113,Ð81.21552,2011-08-30,2011-08-04,UNKNOWN,UNKNOWN
3724,Full,NE-2011-1136547,VA,37.32029,Ð76.27312,2011-10-13,2011-09-17,MALE,UNKNOWN
3726,Full,NE-2011-1136549,VA,36.92371,Ð76.14507,2011-10-13,2011-09-21,MALE,UNKNOWN
3741,Full,SE-2011-1136605,GA,31.49891,Ð81.19282,2011-08-30,2011-07-30,MALE,UNKNOWN
3760,Full,NE-2011-1136103,NJ,39.243716,Ð74.614858,2011-06-10,2011-05-14,FEMALE,YEARLING
3761,Full,SE-2011-1134735,SC,32.622997,Ð79.994077,2011-08-21,2011-07-15,FEMALE,PUP/CALF
3766,Full,NE-2011-1136320,NJ,39.915647,Ð74.076005,2011-07-14,2011-06-20,UNKNOWN,YEARLING
3767,Full,NE-2011-1136322,NJ,39.016674,Ð74.791496,2011-07-21,2011-06-22,UNKNOWN,YEARLING
3778,Full,NE-2011-1136160,VA,37.86072,Ð75.39036,2011-07-15,2011-06-23,MALE,UNKNOWN
3794,Full,SE-2011-1136463,NC,34.28332,Ð77.72717,2011-10-22,2011-10-03,MALE,YEARLING
3810,Full,NE-2011-1135247,NJ,39.036806,Ð74.767328,2011-04-20,2011-04-03,FEMALE,ADULT
3819,Full,NE-2011-1136038,NJ,39.194055,Ð75.01767,2011-05-29,2011-04-27,UNKNOWN,YEARLING
3824,Full,NE-2011-1134817,MD,38.86732,Ð76.367502,2011-07-28,2011-06-27,FEMALE,SUBADULT
3830,Full,NE-2011-1136101,NJ,40.150233,Ð74.021876,2011-06-01,2011-05-04,UNKNOWN,ADULT
3840,Full,NE-2011-1135156,DE,39.103,Ð75.402,2011-05-29,2011-04-26,MALE,SUBADULT
3851,Full,SE-2011-1135500,NC,34.40552,Ð77.57545,2011-09-22,2011-09-03,MALE,
3860,Full,NE-2011-1135161,DE,38.994279,Ð75.321186,2011-08-05,2011-07-01,MALE,PUP/CALF
3911,Full,NE-2011-1134700,VA,36.64061,Ð75.8957,2011-08-05,2011-07-08,FEMALE,UNKNOWN
3912,Full,NE-2011-1134707,VA,36.9194,Ð75.99406,2011-08-17,2011-07-19,MALE,UNKNOWN
3913,Full,SE-2011-1134709,SC,32.12031,Ð80.84016,2011-08-16,2011-07-30,MALE,YEARLING
3930,Full,NE-2011-1135597,VA,37.00163,Ð76.36453,2011-09-15,2011-08-23,FEMALE,UNKNOWN
4019,Full,NE-2011-1136321,NJ,39.738785,Ð74.114742,2011-07-14,2011-06-10,UNKNOWN,ADULT
4033,Full,SE-2012-1138538,NC,35.85997,Ð75.56849,2012-01-08,2011-12-18,FEMALE,ADULT
4036,Full,SE-2012-1138570,NC,35.83691,Ð75.55898,2012-01-08,2011-12-15,MALE,SUBADULT
4054,Full,NE-2012-1138812,VA,37.107228,Ð75.95405,2012-01-06,2011-12-01,MALE,UNKNOWN
4061,Full,SE-2012-1139439,NC,35.365666,Ð76.56333,2012-01-26,2012-01-04,UNKNOWN,UNKNOWN
4062,Full,SE-2012-1139440,NC,35.365298,Ð76.562601,2012-01-26,2012-01-08,UNKNOWN,UNKNOWN
4065,Full,SE-2012-1138890,SC,33.222856,Ð79.186492,2012-01-18,2011-12-21,MALE,PUP/CALF
4076,Full,SE-2012-1138976,NC,35.00523,Ð76.1202,2012-01-28,2012-01-07,UNKNOWN,
4085,Full,SE-2011-1137708,NC,35.50246,Ð75.47525,2011-12-01,2011-11-08,MALE,ADULT
4105,Full,SE-2011-1137123,NC,34.1921,Ð77.8054,2011-11-20,2011-10-29,MALE,ADULT
4106,Full,SE-2011-1137243,NC,34.923379,Ð76.223314,2011-11-23,2011-11-04,FEMALE,
4110,Full,SE-2012-1138763,NC,35.7708,Ð75.52105,2012-01-17,2011-12-30,FEMALE,SUBADULT
4111,Full,NE-2011-1136873,VA,36.75388,Ð75.945934,2011-10-25,2011-09-28,UNKNOWN,UNKNOWN
4121,Full,NE-2011-1136859,VA,37.27286,Ð76.02157,2011-10-20,2011-09-26,FEMALE,UNKNOWN
4157,Full,NE-2011-1136874,VA,36.9314,Ð76.1917,2011-10-30,2011-10-04,MALE,UNKNOWN
4158,Full,SE-2011-1137267,GA,32.0265,Ð80.8547,2011-11-17,2011-10-25,FEMALE,ADULT
